label,value
"Encyclopaedia Britannica, 11th Edition, ""Husband"" to ""Hydrolysis""
Volume 14, Slice 1",40538
A Lost Cause,40539
"The Complete Opera Book
The Stories of the Operas, together with 400 of the Leading Airs and Motives in Musical Notation",40540
"Brother Against Brother; or, The Tompkins Mystery.
A Story of the Great American Rebellion.",40541
"The Baptist Magazine, Vol. 27, June 1835",40542
The Splendid Fairing,40545
"A Fortune Hunter; Or, The Old Stone Corral: A Tale of the Santa Fe Trail",40546
"The Rival Campers Afloat; or, The Prize Yacht Viking",40547
"The Rival Campers; Or, The Adventures of Henry Burns",40548
The Private Life of the Romans,40549
Plain English,40550
Aristotle and Ancient Educational Ideals,40552
"The Queen Bee, and Other Nature Stories",40553
"Journal of a Horticultural Tour through Germany, Belgium, and part of France, in the Autumn of 1835
To which is added, a Catalogue of the different Species of Cacteæ in the Gardens at Woburn Abbey.",40554
No Man's Island,40555
"The Lord's Coming. Miscellaneous Writings of C. H. Mackintosh, vol. II",40556
Huntley: A Mason Family Country House,40558
The Güegüence; A Comedy Ballet in the Nahuatl-Spanish Dialect of Nicaragua,40559
"The Bee's Bayonet (a Little Honey and a Little Sting)
Camouflage in Word Painting",40560
Snowflakes,40562
"Captain Calamity
Second Edition",40563
A Yankee in the Far East,40565
Moth and Rust; Together with Geoffrey's Wife and The Pitfall,40566
The Mercenary: A Tale of The Thirty Years' War,40567
Tales of Mean Streets,40569
The Chronicles of Count Antonio,40570
The Angel,40571
The Flying Bo'sun: A Mystery of the Sea,40572
The Other Side of the Sun: Fairy Stories,40573
The Ranche on the Oxhide: A Story of Boys' and Girls' Life on the Frontier,40574
"The Great Commission. Miscellaneous Writings of C. H. Mackintosh, vol. IV",40575
"""Smiles"": A Book of Recitations for Girls",40576
"Joseph Pennell's Pictures in the Land of Temples
Reproductions of a Series of Lithographs Made by Him in the Land of Temples, March-June 1913, Together with Impressions and Notes by the Artist.",40578
"Memoir of Hendrick Zwaardecroon, commandeur of Jaffnapatam (afterwards Governor-General of Nederlands India) 1697.
For the guidance of the council of Jaffnapatam, during his absence at the coast of Malabar.",40579
"A General History of the Pyrates:
from their first rise and settlement in the island of Providence, to the present time",40580
The Secret Service Submarine: A Story of the Present War,40581
"Notes and Queries, Vol. V, Number 115, January 10, 1852
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",40582
The God in the Car: A Novel,40583
Lancashire: Brief Historical and Descriptive Notes,40584
Comrades on River and Lake,40585
"Billie Bradley and Her Classmates; Or, The Secret of the Locked Tower",40586
Yellowstone Nights,40587
"The Kathá Sarit Ságara; or, Ocean of the Streams of Story",40588
A Brief History of Wood-engraving from Its Invention,40589
"A Century of Science, and Other Essays",40590
Alexander Hamilton,40591
The Little Spanish Dancer,40592
School-Room Humour,40593
Into the Highways and Hedges,40594
Notes on the book of Exodus,40596
"Children of Christmas, and Others",40598
"Punch, or the London Charivari, Volume 93, December 31, 1887",40599
Over the Border: A Novel,40600
The Freebooters: A Story of the Texan War,40602
The Root of All Evil,40603
Art in America: A Critical and Historial Sketch,40604
"The Motor Boat Club at Nantucket; or, The Mystery of the Dunstan Heir",40605
The Legal Position of the Clergy,40606
Excuse Me!,40607
Mitz and Fritz of Germany,40608
"Memoir of Rev. Joseph Badger
Fourth Edition",40609
Notes on the Book of Leviticus,40610
Prince Charlie,40611
"Harper's New Monthly Magazine, No. VII, December 1850, Vol. II",40612
"Arguments before the Committee on Patents of the House of Representatives, conjointly with the Senate Committee on Patents, on H.R. 19853, to amend and consolidate the acts respecting copyright
June 6, 7, 8, and 9, 1906.",40613
Gabrielle of the Lagoon: A Romance of the South Seas,40614
A History of the Reformation (Vol. 1 of 2),40615
"Fiends, Ghosts, and Sprites
Including an Account of the Origin and Nature of Belief in the Supernatural",40616
"The Teaching and Cultivation of the French Language in England during Tudor and Stuart Times
With an Introductory Chapter on the Preceding Period",40617
The Surprises of Life,40618
"Camilla; or, A Picture of Youth",40619
"Hilda's Mascot: A Tale of ""Maryland, My Maryland""",40620
Little Tony of Italy,40621
Stories from Virgil,40622
Private Sex Advice to Women: For Young Wives and those who Expect to be Married,40623
"Punch, or the London Charivari, Volume 93, December 24, 1887",40626
The Iron Ration: Three Years in Warring Central Europe,40628
"Punch, or the London Charivari, Volume 93, December 17, 1887",40629
British Castles,40630
In the Roar of the Sea,40631
In Northern Mists: Arctic Exploration in Early Times (Volume 1 of 2),40633
In Northern Mists: Arctic Exploration in Early Times (Volume 2 of 2),40634
"Punch, or the London Charivari, Vol. 105 December 23rd, 1893",40635
"Punch, or the London Charivari, Vol. 105 December 30, 1893",40636
A History of Wood-Engraving,40638
The Gentle Shepherd: A Pastoral Comedy,40639
The Following of the Star: A Romance,40640
"Encyclopaedia Britannica, 11th Edition, ""Kite-Flying"" to ""Kyshtym""
Volume 15, Slice 8",40641
"Notes and Queries, Vol. V, Number 116, January 17, 1852
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",40642
The Life of Johannes Brahms (Vol 1 of 2),40643
The Life of Johannes Brahms (Vol 2 of 2),40644
"Punch, or the London Charivari, Vol. 93, November 26, 1887",40645
"A History of Spain
founded on the Historia de España y de la civilización española of Rafael Altamira",40646
Little Greta of Denmark,40647
On the Lightship,40648
"Thirty Canadian V.Cs., 23d April 1915 to 30th March 1918",40649
Christmas Roses and Other Stories,40650
The Hypocrite,40651
A Guide to the Scientific Knowledge of Things Familiar,40652
"A Will and No Will; or, A Bone for the Lawyers. (1746) The New Play Criticiz'd, or the Plague of Envy. (1747)",40653
A System of Midwifery,40654
"The Key to the Brontë Works
The Key to Charlotte Brontë's 'Wuthering Heights,' 'Jane Eyre,' and her other works.",40655
Little Johannes,40656
"The Quest
The authorized translation from the Dutch of De kleine Johannes",40657
With God in the Yellowstone,40658
Materfamilias,40659
The Interpreter: A Tale of the War,40660
A Daughter of the Rich,40661
"Salona, Fairfax County, Virginia",40662
Two on the Trail: A Story of Canada Snows,40663
The Wee Scotch Piper,40664
Studies in Logical Theory,40665
"Missing at Marshlands
Arden Blake Mystery Series #3",40666
"The Mystery of Jockey Hollow
Arden Blake Mystery Series #2",40667
A Quarter-Back's Pluck: A Story of College Football,40668
Makers of Modern Agriculture,40670
"Synopsis of Jewish History
From the Return of the Jews from the Babylonish Captivity, to the Days of Herod the Great",40671
The White Virgin,40672
The Tiger Lily,40673
Sawn Off: A Tale of a Family Tree,40674
Nurse Elisia,40675
This Man's Wife,40676
Lives of Illustrious Shoemakers,40677
"Notes and Queries, Vol. V, Number 117, January 24, 1852
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",40678
"History of the Origin, Formation, and Adoption of the Constitution of the United States, Vol. 2
With Notices of Its Principle Framers",40679
"The Greville Memoirs, Part 3 (of 3), Volume 1 (of 2)
A Journal of the Reign of Queen Victoria from 1852 to 1860",40680
"The Greville Memoirs, Part 3 (of 3), Volume 2 (of 2)
A Journal of the Reign of Queen Victoria from 1852 to 1860",40681
"Lulu's Library, Volume 1 (of 3)",40682
"Lulu's Library, Volume 3 (of 3)",40683
The American Horsewoman,40684
Demonology and Devil-lore,40686
"The School Friends; Or, Nothing New",40688
Off to Sea: The Adventures of Jovial Jack Junker on his Road to Fame,40689
Roger Kyffin's Ward,40690
"Kidnapping in the Pacific; Or, The Adventures of Boas Ringdon
A long four-part Yarn",40691
"Foxholme Hall, and Other Tales",40692
Arctic Adventures,40693
Who Goes There!,40696
"Sport Royal, and Other Stories",40697
"Address to the People of the United States, together with the Proceedings and Resolutions of the Pro-Slavery Convention of Missouri, Held at Lexington, July 1855",40698
A Childhood in Brittany Eighty Years Ago,40699
Dandy Dick: A Play in Three Acts,40700
"The Book of the Aquarium and Water Cabinet
or Practical Instructions on the Formation, Stocking, and Mangement, in all Seasons, of Collections of Fresh Water and Marine Life",40701
Gretchen: A Novel,40702
The Life of Daniel De Foe,40703
Franklin: A Sketch,40704
Tom Wallis: A Tale of the South Seas,40705
An Introduction to the History of Science,40706
"Beast and Man in India
A Popular Sketch of Indian Animals in their Relations with the People",40708
Facts and Figures Concerning the Hoosac Tunnel,40709
"A Summer's Outing, and The Old Man's Story",40710
"The Harmsworth Magazine, Vol. 1, 1898-1899, No. 6",40711
The White House (Novels of Paul de Kock Volume XII),40712
The Spell of Belgium,40713
"Notes and Queries, Vol. V, Number 118, January 31, 1852
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",40716
"The Story of a Round-House, and Other Poems",40717
Atlantic Narratives: Modern Short Stories; Second Series,40718
Dodo Wonders--,40719
Dan Carter and the Cub Honor,40721
Dan Carter and the Great Carved Face,40722
The Battle of Life. A Love Story,40723
"The Orchard Secret
Arden Blake Mystery Series #1",40725
Through Welsh Doorways,40726
"Pictures of Southern Life, Social, Political, and Military.",40727
"Notes on the Bibliography of Yucatan and Central America
Comprising Yucatan, Chiapas, Guatemala (the Ruins of Palenque, Ocosingo, and Copan), and Oaxaca (Ruins of Mitla)",40728
"""Old Scrooge"": A Christmas Carol in Five Staves.
Dramatized from Charles Dickens' Celebrated Christmas Story.",40729
Selected List of Swan Sonnenschein & Co.'s Publications,40730
"Tenting on the Plains; or, General Custer in Kansas and Texas",40731
Liverpool a few years since: by an old stager,40732
The Socialist,40734
Miss Primrose: A Novel,40735
The Second Mrs. Tanqueray: A Play in Four Acts,40736
"Punch, or the London Charivari, Volume 107, August 18, 1894",40738
"Paul and His Dog, v.1 (Novels of Paul de Kock Volume XIII)",40741
"Notes and Queries, Vol. V, Number 119, February 7, 1852
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",40742
"Notes and Queries, Vol. V, Number 120, February 14, 1852
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",40743
Psychology and Social Practice,40744
Short Stories,40745
"First Impressions on a Tour upon the Continent
In the summer of 1818 through parts of France, Italy, Switzerland, the borders of Germany, and a part of French Flanders",40746
Biblical Geography and History,40747
"The Civil War in America
Fuller's Modern Age, August 1861",40749
The Old Man of the Mountain,40751
"The Nursery, January 1881, Vol. XXIX
A Monthly Magazine for Youngest Readers",40752
"The Nursery, February 1881, Vol. XXIX
A Monthly Magazine for Youngest Readers",40753
"The Nursery, March 1881, Vol. XXIX
A Monthly Magazine for Youngest Readers",40754
"The Nursery, April 1881, Vol. XXIX
A Monthly Magazine for Youngest Readers",40755
"The Nursery, May 1881, Vol. XXIX
A Monthly Magazine for Youngest Readers",40756
"The Nursery, June 1881, Vol. XXIX
A Monthly Magazine for Youngest Readers",40757
Genius in Sunshine and Shadow,40758
The Old Road,40759
"Fifty Years in Chains; or, the Life of an American Slave",40760
Dodo's Daughter: A Sequel to Dodo,40762
Barty Crusoe and His Man Saturday,40764
The Story of Our Submarines,40765
Nationalism,40766
Old Plantation Days: Being Recollections of Southern Life Before the Civil War,40767
"Encyclopaedia Britannica, 11th Edition, ""Kelly, Edward"" to ""Kite""
Volume 15, Slice 7",40769
"Christianity Unveiled
Being an Examination of the Principles and Effects of the Christian Religion",40770
Human Animals,40772
"Notes and Queries, Vol. V, Number 121, February 21, 1852
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",40773
"Brooks's Readers, Third Year",40774
Expositor's Bible: The Epistles of St. John,40775
Poor Folk in Spain,40776
"Autobiography of Charles Clinton Nourse
Prepared for use of Members of the Family",40777
"Notes and Queries, Vol. V, Number 122, February 28, 1852
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",40779
"The Art of Cross-Examination
With the Cross-Examinations of Important Witnesses in Some Celebrated Cases",40781
"Smithsonian Institution - United States National Museum - Bulletin 240
Contributions From the Museum of History and Technology
Papers 34-44 on Science and Technology",40782
The Minute Man on the Frontier,40783
"Ossian in Germany
Bibliography, General Survey, Ossian's Influence upon Klopstock and the Bards",40784
Strictures on Nullification,40785
"The Black Riders, and Other Lines",40786
Life of Edward the Black Prince,40791
Behind the Scenes in Warring Germany,40792
The Rubicon,40793
Essays in Experimental Logic,40794
Scarlet and Hyssop: A Novel,40795
Foods and Household Management: A Textbook of the Household Arts,40796
Mammon and Co.,40797
A History of the Reformation (Vol. 2 of 2),40798
An Address to Free Coloured Americans,40799
An Imperial Marriage,40800
The Behavior of the Honey Bee in Pollen Collection,40802
"The Principal Navigations, Voyages, Traffiques, and Discoveries of the English Nation — Volume 14
America, Part III",40803
"Notes and Queries, Vol. V, Number 123, March 6, 1852
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",40804
Little Jeanne of France,40806
"Ifugao Law
(In American Archaeology and Ethnology, Vol. 15, No. 1)",40807
Expositor's Bible: The Gospel of Matthew,40811
"The Swastika, the Earliest Known Symbol, and Its Migration
With Observations on the Migration of Certain Industries in Prehistoric Times",40812
Smoke,40813
Ruth Hall: A Domestic Tale of the Present Time,40814
"Prices of Books
An Inquiry into the Changes in the Price of Books which have occurred in England at different Periods",40815
"Punch, or the London Charivari, Vol. 107, September 8, 1894",40816
"Fighting Byng: A Novel of Mystery, Intrigue and Adventure",40821
Ghostly Phenomena,40823
Another Summer: The Yellowstone Park and Alaska,40824
"Fictitious & Symbolic Creatures in Art
With Special Reference to Their Use in British Heraldry",40825
"The Group Mind: A Sketch of the Principles of Collective Psychology
With Some Attempt to Apply Them to the Interpretation of National Life and Character",40826
The Closed Book: Concerning the Secret of the Borgias,40828
Devil's Dice,40829
Twenty-Five Years in a Waggon in South Africa: Sport and Travel in South Africa,40830
The Wiles of the Wicked,40831
"The Veiled Man
Being an Account of the Risks and Adventures of Sidi Ahamadou, Sheikh of the Azjar Maraude",40832
The Temptress,40833
The Under-Secretary,40834
The Pauper of Park Lane,40835
The Mysterious Three,40836
Whoso Findeth a Wife,40837
The Empire Makers: A Romance of Adventure and War in South Africa,40838
"The New Woman: An Original Comedy, in Four Acts",40839
"Ten Years Among the Mail Bags
Or, Notes from the Diary of a Special Agent of the Post-Office Department",40840
Shakspere & Typography,40841
A Watcher in The Woods,40842
"Notes and Queries, Vol. V, Number 124, March 13, 1852
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",40843
The Diva's Ruby,40844
The Connexion Between Taste and Morals: Two lectures,40845
Voltaire,40846
A Short History of H.M.S. Victory,40847
"The Gully of Bluemansdyke, and Other stories",40848
Beethoven's Symphonies Critically Discussed,40849
Carolina Lee,40850
"Abridgment of the Debates of Congress, from 1789 to 1856, Vol. 2 (of 16)",40851
"Instigations
Together with An Essay on the Chinese Written Character",40852
The Viking Blood: A Story of Seafaring,40853
Little Philippe of Belgium,40856
From Gretna Green to Land's End: A Literary Journey in England.,40857
"History of the Reformation in the Sixteenth Century, Volume 1",40858
Ponce de Leon: The Rise of the Argentine Republic,40859
"Ruins of Ancient Cities (Vol. 1 of 2)
With General and Particular Accounts of Their Rise, Fall, and Present Condition",40860
"The Journal of the Debates in the Convention which Framed the Constitution of the United States, May-September 1787. Volume 1",40861
"The Flower Girl of The Château d'Eau, v.2 (Novels of Paul de Kock Volume XVI)",40862
"Encyclopaedia Britannica, 11th Edition, ""Justinian II."" to ""Kells""
Volume 15, Slice 6",40863
"The History of Antiquity, Vol. 3 (of 6)",40864
"Paris and the Social Revolution
A Study of the Revolutionary Elements in the Various Classes of Parisian Society",40865
The Rival Submarines,40866
The World as Will and Idea (Vol. 3 of 3),40868
True Bear Stories,40869
Thoughts on Art and Autobiographical Memoirs of Giovanni Duprè,40870
"Fifty-two Stories of the British Navy, from Damme to Trafalgar.",40871
The History of the Hen Fever. A Humorous Record,40872
Paths of the Mound-Building Indians and Great Game Animals,40873
Wenderholme: A Story of Lancashire and Yorkshire,40874
Adventurings in the Psychical,40875
Turner,40878
The Affair at the Inn,40879
Our British Snails,40880
"Workhouse Characters, and other sketches of the life of the poor.",40881
"Felix Holt, the Radical",40882
Katerfelto: A Story of Exmoor,40883
The Personality of American Cities,40884
"The Works of John Knox, Volume 2 (of 6)",40886
On the Trail of the Immigrant,40887
"Jethro Wood, Inventor of the Modern Plow.
A Brief Account of His Life, Services, and Trials; Together with Facts Subsequent to his Death, and Incident to His Great Invention",40888
Tyrol and Its People,40889
Diary of an Enlisted Man,40890
"The Art of Invigorating and Prolonging Life
By Food, Clothes, Air, Exercise, Wine, Sleep, &c. and Peptic Precepts, Pointing Out Agreeable and Effectual Methods to Prevent and Relieve Indigestion, and to Regulate and Strengthen the Action of the Stomach and Bowels",40891
"The Pyrotechnist's Treasury; Or, Complete Art of Making Fireworks",40892
The Career of Katherine Bush,40893
Neither Dorking nor the Abbey,40894
The Art of Politicks,40895
Elementary Color,40896
The Burglars' Club: A Romance in Twelve Chronicles,40897
The Friendly Club and Other Portraits,40898
The Morning Glory Club,40899
A Literary and Historical Atlas of Asia,40900
"The Gentleman and Lady's Book of Politeness and Propriety of Deportment, Dedicated to the Youth of Both Sexes",40901
"Motor Boat Boys on the Great Lakes; or, Exploring the Mystic Isle of Mackinac",40903
The Mystery of the Pinckney Draught,40904
Defenders of Democracy,40905
Merlin: A Poem,40906
A Dash for a Throne,40907
"Jane Allen, Center",40908
"Anthony Trent, Master Criminal",40909
"Notes and Queries, Vol. V, Number 125, March 20, 1852
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",40910
The Ether of Space,40911
The Pillar of Light,40912
"Brother Jacques (Novels of Paul de Kock, Volume XVII)",40913
The Behavior of Crowds: A Psychological Study,40914
"Johnny Ludlow, First Series",40915
"On Some Ancient Battle-Fields in Lancashire
And Their Historical, Legendary, and Aesthetic Associations.",40918
Everyday Adventures,40919
Grim: The Story of a Pike,40921
Pietro Ghisleri,40922
British Political Leaders,40923
The Invention of Lithography,40924
From sketch-book and diary,40925
"Meg, of Valencia",40926
Scouting with Kit Carson,40927
"Johnny Ludlow, Second Series",40928
"The Transformation of Early Christianity from an Eschatological to a Socialized Movement
A Dissertation Submitted to the Faculty of the Graduate School of Arts and Literature in Candidacy for the Degree of Doctor of Philosophy",40929
"Paul and His Dog, v.2 (Novels of Paul de Kock Volume XIV)",40930
"The Early History of the Scottish Union Question
Bi-Centenary Edition",40931
Washington's Road (Nemacolin's path) the First Chapter of the Old French War,40932
"The Wonderful Story of Lincoln
And the Meaning of His Life for the Youth and Patriotism of America",40933
The Shriek: A Satirical Burlesque,40934
"Johnny Ludlow, Third Series",40936
A New Sensation,40937
"Wigwam and War-path; Or, the Royal Chief in Chains
Second and Revised Edition",40938
Under Cover,40939
"Johnny Ludlow, Fourth Series",40940
The Wreck of the Red Bird: A Story of the Carolina Coast,40941
Miss Leslie's New Cookery Book,40943
Program for October 1929: The Wyoming Valley Woman's Club of Wilkes-Barre,40944
The Shadow of the Czar,40945
"Emancipation and Emigration
A Plan to Transfer the Freedmen of the South to the Government Lands of the West by The Principia Club",40946
"The Romance of His Life, and Other Romances",40947
The Atlantic Telegraph (1865),40948
The Outrage,40949
The Dreamer of Dreams,40950
"Johnny Ludlow, Fifth Series",40951
Mushroom Culture: Its Extension and Improvement,40952
A Traveler in Time,40953
Potential Enemy,40954
"The Brownie of Bodsbeck, and Other Tales (Vol. 1 of 2)",40955
"Encyclopaedia Britannica, 11th Edition, ""Joints"" to ""Justinian I.""
Volume 15, Slice 5",40956
Leibniz's New Essays Concerning the Human Understanding: A Critical Exposition,40957
"The Seaman's Friend
Containing a treatise on practical seamanship, with plates, a dictionary of sea terms, customs and usages of the merchant service",40958
Le Cocu (Novels of Paul de Kock Volume XVIII),40959
"The History of Antiquity, Vol. 4 (of 6)",40960
Luna Escapade,40961
"Prophecies of Robert Nixon, Mother Shipton, and Martha, the Gypsy",40962
"Johnny Ludlow, Sixth Series",40963
Tony and the Beetles,40964
Time and the Woman,40965
"The Trial of Jesus from a Lawyer's Standpoint, Vol. 1 (of 2)
The Hebrew Trial",40966
"The Trial of Jesus from a Lawyer's Standpoint, Vol. 2 (of 2)
The Roman Trial",40967
Desire No More,40968
The Mating of the Moons,40969
Exploiter's End,40970
"History of the Great Reformation, Volume 4",40971
Mythical Monsters,40972
"Under the Stars and Bars
Or, Memories of Four Years Service with the Oglethorpes, of Augusta, Georgia",40973
"Blue-Stocking Hall, (Vol. 1 of 3)",40974
Life in a Railway Factory,40975
"The Life of Abraham Lincoln, from His Birth to His Inauguration as President",40977
"Watson Refuted
Being an Answer to the Apology for the Bible, in a Series of Letters to the Bishop Of Llandaff",40978
"A Letter to Sir Samuel Shepherd, Knt., His Majesty's Attorney General
Upon the Subject of His Prosecutions of Richard Carlile, for Publishing Paine's Age of Reason",40979
"The Life of David; Or, The History of the Man After God's Own Heart",40980
"The Doubts of Infidels
Or, Queries Relative to Scriptural Inconsistencies & Contradictions",40981
"The Miraculous Conception
Or, The Divinity of Jesus Christ Considered as the Foundation of the Christian Religion",40982
"Thoughts on the Christian Religion, by a Deist
To Which Are Added, a Few Ideas on Miraculous Conversion, and Religion in General, by a Theophilanthropist",40983
"Christian Mystery: A Chinese Tale, Found in the Portfolio of a Portuguese Friar",40984
"The Oera Linda Book, from a Manuscript of the Thirteenth Century",40986
"Notes and Queries, Vol. V, Number 126, March 27, 1852
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",40987
"The Works of Charles and Mary Lamb — Volume 1
Miscellaneous Prose",40988
"The Paston Letters, A.D. 1422-1509. Volume 2 (of 6)
New Complete Library Edition",40989
"Punch, or the London Charivari, Vol. 108, June 8, 1895",40990
The Butterfly Kiss,40991
The Martian,40992
Spacewrecked on Venus,40993
Zoraida: A Romance of the Harem and the Great Sahara,40994
The Zeppelin Destroyer: Being Some Chapters of Secret History,40995
In White Raiment,40996
As We Forgive Them,40997
The Day of Temptation,40998
Stolen Souls,40999
Her Majesty's Minister,41000
The Red Room,41001
If Sinners Entice Thee,41002
The Eye of Istar: A Romance of the Land of No Return,41003
An Eye for an Eye,41004
The Great Court Scandal,41005
"The Fairy Mythology
Illustrative of the Romance and Superstition of Various Countries",41006
The Ku Klux Klan,41007
"The Great American Canals (Volume 2, The Erie Canal)",41008
A Rose of Yesterday,41009
A Colony of Girls,41010
Pony Tracks,41011
"The Wonderful Story of Washington
and the Meaning of His Life for the Youth and Patriotism of America",41012
Advice to Singers,41013
"Abolition a Sedition, by a Northern Man",41014
Shaun O'Day of Ireland,41015
"The Land of Song, Book 3. For upper grammar grades",41016
"South Africa and the Transvaal War, Vol. 5 (of 6)
From the Disaster at Koorn Spruit to Lord Roberts's entry into Pretoria",41017
"John Leech, His Life and Work, Vol. 2 [of 2]",41018
"Lectures on the Philosophy and Practice of Slavery
As Exhibited in the Institution of Domestic Slavery in the United States, with the Duties of Masters to Slaves",41019
"Clara Vaughan, Volume 1 (of 3)",41020
"Clara Vaughan, Volume 2 (of 3)",41021
"Clara Vaughan, Volume 3 (of 3)",41022
"From Workhouse to Westminster: The Life Story of Will Crooks, M.P.",41023
"The Paston Letters, A.D. 1422-1509. Volume 3 (of 6)
New Complete Library Edition",41024
"Josh Billings on Ice, and Other Things",41025
The Barefoot Time,41026
The Revolt of the Star Men,41027
The Spirit of the Ghetto: Studies of the Jewish Quarter in New York,41028
The Moon Destroyers,41029
Pioneer Roads and Experiences of Travelers (Volume 2),41030
When a Man's Single: A Tale of Literary Life,41031
"The Catholic World, Vol. 03, April to September, 1866",41032
The Silver Shield: An Original Comedy in Three Acts,41033
A Philadelphia Lawyer in the London Courts,41034
"Fire and Sword in the Sudan
A Personal Narrative of Fighting and Serving the Dervishes 1879-1895",41035
Brave Deeds of Union Soldiers,41036
The Marines Have Landed,41037
Some Account of Gothic Architecture in Spain,41040
The Cumberland Road,41041
Solomon Maimon: An Autobiography.,41042
The Old First Massachusetts Coast Artillery in War and Peace,41043
"English and Scottish Ballads, Volume 7 (of 8)",41044
"International Law. A Treatise. Volume 1 (of 2)
Peace. Second Edition",41046
"International Law. A Treatise. Volume 2 (of 2)
War and Neutrality. Second Edition",41047
"The Church Index
A Book of Metropolitan Churches and Church Enterprise: Part I. Kensington",41048
The Onslaught from Rigel,41049
In Hostile Red,41050
The Hallowell Partnership,41052
"Encyclopaedia Britannica, 11th Edition, ""Jevons, Stanley"" to ""Joint""
Volume 15, Slice 4",41055
"Our People
From the Collection of ""Mr. Punch""",41057
The Wizard of West Penwith: A Tale of the Land's-End,41058
Divine Adventures: A Book of Verse,41059
The Land of Tomorrow,41061
The Final Figure,41062
The Storm. An Essay.,41063
The Chapter Ends,41064
Pioneer Roads and Experiences of Travelers (Volume 1),41067
Syndicalism in France,41068
"Calumny Refuted by Facts From Liberia
With Extracts From the Inaugural Address of the Coloured President Roberts; an Eloquent Speech of Hilary Teage, a Coloured Senator; and Extracts From a Discourse by H. H. Garnett, a Fugitive Slave, on the Past and Present Condition, and Destiny of the Coloured Race. Presented to the Boston Anti-slavery Bazaar, U.S., By the Author of ""A Tribute for the Negro.""",41069
"The Native Races [of the Pacific states], Volume 1, Wild Tribes
The Works of Hubert Howe Bancroft, Volume 1",41070
A Son of Perdition: An Occult Romance,41071
"Insula Sanctorum et Doctorum; Or, Ireland's Ancient Schools and Scholars",41073
"Ruins and Old Trees, Associated with Memorable Events in English History",41074
The Curiosities and Law of Wills,41075
Poems (1686),41076
May Carols,41077
The Hunchback of Westminster,41078
"The Paston Letters, A.D. 1422-1509. Volume 4 (of 6)
New Complete Library Edition",41081
The Golden Bough: A Study in Comparative Religion (Vol. 1 of 2),41082
My Neighbor Raymond (Novels of Paul de Kock Volume XI),41083
The Metal Moon,41084
The New Life (La Vita Nuova),41085
Randolph Caldecott: A Personal Memoir of His Early Art Career,41086
The Sign of the Stranger,41089
At the Sign of the Sword: A Story of Love and War in Belgium,41090
"The Price of Power
Being Chapters from the Secret History of the Imperial Court of Russia",41091
Whatsoever a Man Soweth,41092
Her Royal Highness: A Romance of the Chancelleries of Europe,41093
Eastern Nights - and Flights: A Record of Oriental Adventure.,41094
"The Journal of the Debates in the Convention which Framed the Constitution of the United States, May-September 1787. Volume 2",41095
"All-Hallow Eve; or, The Test of Futurity.",41096
Mary Lee the Red Cross Girl,41097
The Vinland Champions,41098
The King's Threshold; and On Baile's Strand,41102
Waterways of Westward Expansion - The Ohio River and its Tributaries,41103
The Amazing Argentine: A New Land of Enterprise,41104
"The Secret of Charlotte Brontë
Followed by Remiiscences of the real Monsieur and Madame Heger",41105
The Second Fiddle,41107
"Legends of Longdendale
Being a series of tales founded upon the folk-lore of Longdendale Valley and its neighbourhood",41108
Admiral Jellicoe,41109
Arabian Society in the Middle Ages: Studies From The Thousand and One Nights,41110
"The Wonder Book of Knowledge
The Marvels of Modern Industry and Invention, the Interesting Stories of Common Things, the Mysterious Processes of Nature Simply Explained",41111
Solomon and Solomonic Literature,41115
Dorothy at Skyrie,41117
The Old Glade (Forbes's) Road (Pennsylvania State Road),41118
"A Russian Proprietor, and Other Stories",41119
Rayton: A Backwoods Mystery,41122
"Mr. Jacobs: A Tale of the Drummer, the Reporter, and the Prestidigitateur",41125
The Wolf Cub: A Novel of Spain,41126
"Rose in Bloom
A Sequel to 'Eight Cousins'",41127
The Kādambarī of Bāṇa,41128
The Way to Win,41129
The Stolen Statesman: Being the Story of a Hushed Up Mystery,41130
"Number 70, Berlin: A Story of Britain's Peril",41131
"The Bomb-Makers
Being Some Curious Records Concerning the Craft and Cunning of Theodore Drost, an Enemy Alien in London, Together with Certain Revelations Regarding His Daughter Ella",41132
Studies in the Art of Rat-catching,41133
The White Rose of Memphis,41134
The Theory and Practice of Model Aeroplaning,41135
A Plucky Girl,41136
Dead Man's Love,41137
"Notes and Queries, Vol. V, Number 127, April 3, 1852
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",41138
The Drunkard,41139
Bible Atlas: A Manual of Biblical Geography and History,41140
